Filename,File Size (MB),Width (px),Height (px),Levels,Spacings (mu),Downsamples,Scanner
5bdae2f3ee2a449d90553827aa595e06.tif,37.64,18944,12288,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
cef31351a0a34241945f2f6a66ac3879.tif,77.01,18432,19456,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
21291f6dbd394f87808ba54549e9b454.tif,119.25,25600,27648,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
d038677403e24272b6eb768c87c61738.tif,25.12,12288,10240,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
9ec704558bc64893906bce0baed7be81.tif,79.93,20992,20992,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
f88af6b0ee2d4679ac87881e7a010680.tif,48.56,15872,16384,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
b60e4d28d3794230a40051a0ef661b51.tif,166.34,32768,33792,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
e82d01857341496291e78c61e29a7a0e.tif,296.98,29696,53760,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
160a375f985f40ebbf7b484bd992f7d5.tif,33.57,11264,13824,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
923b2f9f8fca442dacbd735afcfeb54a.tif,51.33,17920,14336,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
b93afccc483934a2bba4762a7d312514.tif,79.45,23040,16384,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
e6693ec3b81f4e05827638ed0d9d7629.tif,279.23,31232,60416,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
518226770545470ba62386bae01dc0b1.tif,50.69,15872,13312,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
0811cec14da6488882fe0584d937acc0.tif,132.51,22528,33280,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
4ab028758fee4888809433c41da57640.tif,73.16,20992,17408,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
baddb9813bd54508a0c40fdee73fd0c4.tif,83.05,20992,22016,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
b9e40221cb3b4936829d7a0a7fff7a74.tif,37.07,19968,23552,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
46843fe8ad6c4b39ab43392e0bd8a4b9.tif,87.96,24576,19456,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
95730f2443d747d4824613c89b090a50.tif,136.81,19968,32256,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
0a5231d4300e41398164686d45181658.tif,40.05,12800,16384,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
6ee22c0266644c13be2f388825a8c6e3.tif,71.01,18944,15360,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
1254874a305443ea91fa529f5ec50060.tif,35.69,13824,11776,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
634d143798134addbfa940fd3b1d3062.tif,38.57,16384,14336,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
396fddb1e73b4751a06f0870c85ec067.tif,81.84,23552,18432,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
6271c6ac2f8d426d8736c6f5f364b92b.tif,32.4,13312,12800,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
aa1a90591a88467b92da94f1d8a92356.tif,86.36,20992,18432,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
27b9eb9abd25432f8c19577dbf494d61.tif,11.45,7168,6656,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
d95d2988e61a4eb684c08cd85231a562.tif,109.83,17408,30720,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
535b07aa0a0f49b5b5ab51ffb86875fe.tif,73.79,19968,16896,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
390c0e43fea44914a3dc57a7ec9224b0.tif,95.72,19968,22528,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
885cebc50a12406c9ba55948fd3441f6.tif,27.32,12288,11264,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
c694ca5b40994a668008c5a2cd8a4e3b.tif,33.49,13312,10240,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
c1e7bb4362f349e88ad28d743e4fb3c6.tif,46.42,15360,16384,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
de56683b4da449b98cddf61a3c1633ed.tif,50.86,15360,15872,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
0471968294ca484f89d1ae97822d0bcf.tif,20.74,12288,9728,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
0f6df684a772465481b8a336b870a92a.tif,48.12,16896,16896,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
588f14f52af146aa8f3e4640908a45cd.tif,50.4,15360,11776,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
3066c4adc4a64b9982b40678e0ad87fd.tif,32.82,13312,13312,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
f8a4b5c637634adc820f1ad62880bcfd.tif,38.89,13824,13824,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
e089640b72964cfbb9f7a52a0fbf9325.tif,12.34,8704,8704,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
f253c5fd915249ce963cfa80994bc509.tif,19.31,7168,12288,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
c69366374d4d424aa26415f3bd46dc28.tif,106.21,17408,24064,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
d5364da062a44e78b864503358d7f136.tif,42.56,16896,13312,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
3354efc3716442b7ae7446562d5b3845.tif,64.21,13824,22016,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
7ea0bbca941047368e536188c19f7a50.tif,237.14,38400,64512,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
cd4ececb783b40688e6a9ea8857c1c30.tif,66.67,23040,16896,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
042ad04f289746c9be334116b0fbdd60.tif,150.09,25088,25600,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
1e1d43f18b7e4842bb416a53fe9f98dd.tif,13.1,9728,8192,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
b47ecbc1b534472cb6dacef9b4ba7cb3.tif,7.75,8192,6656,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
d9dc3598421a4f319e0a589b3ab11617.tif,33.02,12800,13312,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
faa210061777492a99a0131a0804fd20.tif,70.49,18944,31232,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
10dd30ebccac4d3eaeba9fb0713b2858.tif,73.04,17408,17920,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
9194bb53aca742c08ae8dee8c5b238a2.tif,80.4,16896,22016,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
2ab10db809994954ba36e88c1077d58d.tif,56.1,18432,14848,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
6510d26beb9b49f6a1d6ede4048e94f0.tif,38.67,14336,10752,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
f011746a777f4de884d62ebeb471c977.tif,17.2,10752,6144,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
fce227b7b9ac46e3b55e29b2962ad1fe.tif,47.26,18944,17408,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
ec97bc1990e9422abb98016b63703be5.tif,106.39,15872,27136,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
80162f5de590434b86b3567ea402ec0e.tif,32.51,12800,11776,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
c6564a81c8a0468f9afd4d0121ecb06c.tif,52.62,18432,13824,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
8dcae7911bf949deb902934ed636204a.tif,31.83,9728,12288,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
b74583be7ba34bb6a2667c76ad71ccba.tif,72.07,17920,20480,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
018f2e3b836440e481a693313710ad36.tif,63.65,20992,16896,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
15cb114503e54846850e8c51351fbd6e.tif,61.5,18432,17408,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
0c747016b8c74152921115088fbb2771.tif,104.65,31232,16384,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
945fb3885c084cdaa909dbf315884d21.tif,56.74,18432,17920,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
221ba7c1a2724f4faaef73d1305a36d1.tif,38.51,11776,13824,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
8bbe6e7e16fc4ac19a6ccb7fab864c12.tif,71.5,17920,15360,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
98225e0adcbe4987a6ee7f9cf0eef433.tif,97.96,25600,23552,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
d34118577e0c49bdb3b0e5d047ce4701.tif,29.14,8704,13824,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
0bb29923c4f249f88834378beabbf9a7.tif,51.89,16896,15872,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
7c09acc14be543bf98e027a41d6b6d8e.tif,45.69,15360,11776,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
3bd47d3fcf7343dcb84c2640359c3cc7.tif,12.87,8704,10752,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
cb72f947e32c417db51f8ca3da018bac.tif,471.35,136192,147456,9,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615, 62.08889296060923, 124.17778592121846]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0, 128.0, 256.0)",3D Histech Panoramic P1000
ff35bc7d923c4c6287204d42657e621a.tif,109.31,27648,25600,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
2f9fbc7bc32144e99ad5aad3130108cd.tif,104.04,19968,25600,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
00958638d9db466080b8e31a53ea51df.tif,171.76,29696,32256,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
514b9c3a61544688bb5e27da4ec5bd6e.tif,74.87,23040,22528,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
7b988746d04b47039a96f399214560ea.tif,17.59,6656,9728,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
fb2cc39c4ffe4931a05446ed04202737.tif,43.48,10240,18432,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
00dd7388d19647dea020649a7c11fb47.tif,41.22,12800,14848,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
f13df9281cf24918b58dc6327a9fb859.tif,80.96,22016,17920,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
fd9c38b3cacf40238ca3a5d87f3eadf0.tif,63.72,19456,20480,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
15f5e45bd8e94359b0e369780dd606d8.tif,44.6,15872,11264,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
d5c12b6b4adb41e686281af7e1af9731.tif,35.21,12800,15360,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
17f442640be2488789e62c46191f1396.tif,38.98,12800,13312,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
e7918740c33e4edcb382bbff2a85ccbb.tif,146.5,20480,28672,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
47686ec47cb949eda88f9cc75891e385.tif,124.27,20480,28672,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
60183245143d4358a5304d37561e5bfa.tif,56.75,16896,13824,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
b7723945906d4b33951a965d6e9711d2.tif,8.82,6656,5632,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
a119584e68ff4b63bfb01edb6bbaef38.tif,38.51,15872,15360,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
134e4c420eed4b63bc6f062f0033bb3c.tif,84.19,25088,18944,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
d6d17d4bfc9e4c41a2232c0c6ef89b35.tif,76.71,17408,17408,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
7c7ec04848364af396e14005965b08fa.tif,100.91,25088,15360,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
392a65a3b82a47a88f4cea5f77ab48e7.tif,36.44,15872,12288,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
0034e69c0cf645c2b76b908ee482ec4b.tif,60.55,20480,14336,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
bc8ebe293b6a4a159e6ced3ec2b45b88.tif,209.53,33280,29184,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
54e5318087ba4cf99ae6de2c9bf2285b.tif,95.21,23040,23040,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
